user_played, instrument_name, velocity, pitch, start (s), end (s)
True,violin,93,71,5.666666666666667,5.833333333333333
True,violin,98,71,5.833333333333333,6.0
True,violin,89,62,5.833333333333333,6.0
True,violin,85,66,5.833333333333333,6.0
False,piano,119,35,5.833333333333333,5.9
False,piano,113,46,5.833333333333333,5.90625
True,violin,80,67,6.0,6.166666666666667
True,violin,113,59,6.0,6.166666666666667
True,violin,107,62,6.0,6.166666666666667
False,piano,107,46,6.0,6.191666666666666
False,piano,127,35,6.0,6.285416666666666
True,violin,93,67,6.166666666666667,6.333333333333333
True,violin,72,59,6.166666666666667,6.333333333333333
True,violin,89,62,6.166666666666667,6.333333333333333
True,violin,98,62,6.333333333333333,6.5
True,violin,93,59,6.333333333333333,6.5
True,violin,89,67,6.333333333333333,6.5
True,violin,85,59,6.5,6.666666666666667
True,violin,93,62,6.5,6.666666666666667
True,violin,85,67,6.5,6.666666666666667
False,piano,107,42,6.5,6.608333333333333
False,piano,113,39,6.5,6.65625
True,violin,98,62,6.666666666666667,6.833333333333333
True,violin,93,67,6.666666666666667,6.833333333333333
True,violin,98,59,6.666666666666667,6.833333333333333
True,violin,93,62,6.833333333333333,7.0
True,violin,85,67,6.833333333333333,7.0
True,violin,89,59,6.833333333333333,7.0
False,piano,107,46,6.833333333333333,6.90625
True,violin,98,67,7.0,7.166666666666667
True,violin,107,62,7.0,7.166666666666667
True,violin,102,59,7.0,7.166666666666667
False,piano,107,46,7.0,7.160416666666666
False,flute,121,86,7.333333333333333,7.416666666666667
False,flute,127,91,7.5,7.795833333333333
False,piano,107,42,7.5,7.597916666666666
False,piano,113,39,7.5,7.660416666666666
False,flute,127,88,7.833333333333333,8.0
False,piano,107,46,7.833333333333333,7.9
False,piano,119,35,7.833333333333333,7.90625
False,piano,107,46,8.0,8.239583333333334
False,piano,107,35,8.0,8.30625
True,violin,102,60,8.5,8.666666666666666
True,violin,107,64,8.5,8.666666666666666
True,violin,98,69,8.5,8.666666666666666
False,piano,102,42,8.5,8.604166666666666
False,piano,113,39,8.5,8.635416666666666
True,violin,72,60,8.666666666666666,8.833333333333334
True,violin,76,64,8.666666666666666,8.833333333333334
True,violin,76,69,8.666666666666666,8.833333333333334
True,violin,60,69,8.833333333333334,9.0
True,violin,76,64,8.833333333333334,9.0
True,violin,47,60,8.833333333333334,9.0
False,piano,107,46,8.833333333333334,8.9
True,violin,98,62,9.0,9.166666666666666
True,violin,98,66,9.0,9.166666666666666
True,violin,98,71,9.0,9.166666666666666
False,piano,102,46,9.0,9.170833333333333
True,violin,93,66,9.166666666666666,9.333333333333334
True,violin,93,71,9.166666666666666,9.333333333333334
True,violin,93,62,9.166666666666666,9.333333333333334
True,violin,93,62,9.333333333333334,9.5
True,violin,89,66,9.333333333333334,9.5
True,violin,98,71,9.333333333333334,9.5
True,violin,89,62,9.5,9.666666666666666
True,violin,89,66,9.5,9.666666666666666
True,violin,93,71,9.5,9.666666666666666
False,piano,102,42,9.5,9.604166666666666
False,piano,107,39,9.5,9.629166666666666
True,violin,93,62,9.666666666666666,9.833333333333334
True,violin,89,66,9.666666666666666,9.833333333333334
True,violin,98,71,9.666666666666666,9.833333333333334
True,violin,93,71,9.833333333333334,10.0
True,violin,93,62,9.833333333333334,10.0
True,violin,76,66,9.833333333333334,10.0
False,piano,102,35,9.833333333333334,9.9
False,piano,102,46,9.833333333333334,9.90625
True,violin,93,59,10.0,10.166666666666666
True,violin,107,62,10.0,10.166666666666666
True,violin,98,67,10.0,10.166666666666666
False,piano,113,46,10.0,10.170833333333333
False,piano,119,35,10.0,10.327083333333333
True,violin,80,59,10.166666666666666,10.333333333333334
True,violin,93,67,10.166666666666666,10.333333333333334
True,violin,93,62,10.166666666666666,10.333333333333334
True,violin,93,67,10.333333333333334,10.5
True,violin,98,62,10.333333333333334,10.5
True,violin,93,59,10.333333333333334,10.5
True,violin,89,59,10.5,10.666666666666666
True,violin,89,62,10.5,10.666666666666666
True,violin,80,67,10.5,10.666666666666666
False,piano,107,42,10.5,10.604166666666666
False,piano,113,39,10.5,10.639583333333333
True,violin,89,59,10.666666666666666,10.833333333333334
True,violin,89,62,10.666666666666666,10.833333333333334
True,violin,89,67,10.666666666666666,10.833333333333334
True,violin,93,62,10.833333333333334,11.0
True,violin,89,67,10.833333333333334,11.0
True,violin,93,59,10.833333333333334,11.0
False,piano,107,46,10.833333333333334,10.90625
True,violin,107,62,11.0,11.166666666666666
True,violin,102,67,11.0,11.166666666666666
True,violin,107,59,11.0,11.166666666666666
False,piano,107,46,11.0,11.177083333333334
False,flute,102,86,11.333333333333334,11.447916666666666
False,flute,127,91,11.5,11.795833333333333
False,piano,113,42,11.5,11.604166666666666
False,piano,113,39,11.5,11.645833333333334
False,flute,127,88,11.833333333333334,12.0
False,piano,113,35,11.833333333333334,11.9
False,piano,119,46,11.833333333333334,11.90625
False,piano,113,46,12.0,12.222916666666666
False,piano,113,35,12.0,12.379166666666666
True,violin,102,60,12.5,12.666666666666666
True,violin,102,69,12.5,12.666666666666666
True,violin,113,64,12.5,12.666666666666666
False,piano,102,42,12.5,12.597916666666666
False,piano,107,39,12.5,12.639583333333333
True,violin,93,60,12.666666666666666,12.833333333333334
True,violin,93,64,12.666666666666666,12.833333333333334
True,violin,93,69,12.666666666666666,12.833333333333334
True,violin,98,60,12.833333333333334,13.0
True,violin,93,64,12.833333333333334,13.0
True,violin,85,69,12.833333333333334,13.0
False,piano,113,46,12.833333333333334,12.90625
True,violin,98,62,13.0,13.166666666666666
True,violin,102,71,13.0,13.166666666666666
True,violin,98,66,13.0,13.166666666666666
False,piano,107,46,13.0,13.15
True,violin,93,66,13.166666666666666,13.333333333333334
True,violin,102,71,13.166666666666666,13.333333333333334
True,violin,102,62,13.166666666666666,13.333333333333334
True,violin,93,66,13.333333333333334,13.5
True,violin,93,62,13.333333333333334,13.5
True,violin,89,71,13.333333333333334,13.5
True,violin,93,71,13.5,13.666666666666666
True,violin,98,62,13.5,13.666666666666666
True,violin,93,66,13.5,13.666666666666666
False,piano,102,42,13.5,13.572916666666666
False,piano,107,39,13.5,13.645833333333334
True,violin,76,66,13.666666666666666,13.833333333333334
True,violin,89,62,13.666666666666666,13.833333333333334
True,violin,93,71,13.666666666666666,13.833333333333334
True,violin,85,66,13.833333333333334,14.0
True,violin,93,71,13.833333333333334,14.0
True,violin,85,62,13.833333333333334,14.0
False,piano,107,35,13.833333333333334,13.90625
False,piano,113,46,13.833333333333334,13.910416666666666
True,violin,107,59,14.0,14.166666666666666
True,violin,98,67,14.0,14.166666666666666
True,violin,107,62,14.0,14.166666666666666
False,piano,98,46,14.0,14.108333333333333
False,piano,127,35,14.0,14.264583333333333
False,flute,127,97,14.458333333333334,14.566666666666666
False,flute,127,98,14.5,14.6875
False,piano,113,39,14.5,14.635416666666666
False,piano,127,40,14.5,14.74375
True,violin,119,62,15.0,15.166666666666666
True,violin,113,67,15.0,15.166666666666666
True,violin,119,59,15.0,15.333333333333334
False,piano,94,40,15.458333333333334,15.5
False,flute,127,97,15.483333333333333,15.5875
False,flute,127,98,15.5,15.68125
False,piano,127,40,15.5,15.645833333333334
False,piano,113,39,15.5,15.645833333333334
False,flute,127,97,15.958333333333334,16.077083333333334
False,flute,127,98,16.0,16.21875
False,piano,127,40,16.0,16.139583333333334
True,violin,113,59,16.5,16.666666666666668
True,violin,119,62,16.5,16.666666666666668
True,violin,107,67,16.5,16.666666666666668
False,piano,119,39,16.5,16.65625
True,violin,107,59,17.0,17.333333333333332
True,violin,113,67,17.0,17.333333333333332
True,violin,119,62,17.0,17.333333333333332
False,piano,94,40,17.416666666666668,17.458333333333332
False,piano,94,40,17.458333333333332,17.5
False,piano,113,39,17.5,17.666666666666668
False,piano,127,40,17.5,17.68125
False,trumpet,108,61,17.833333333333332,18.0
False,saxophone,113,58,17.833333333333332,18.0
False,trombone,122,54,17.833333333333332,18.0
False,bass-electric,127,76,17.879166666666666,17.99375
False,trumpet,104,62,18.0,18.333333333333332
False,saxophone,113,59,18.0,18.333333333333332
False,trombone,117,55,18.0,18.333333333333332
False,piano,107,35,18.0,18.177083333333332
False,bass-electric,127,77,18.05625,18.25
False,bass-electric,127,77,18.364583333333332,18.5625
False,piano,80,35,18.5,18.61875
False,piano,119,37,18.5,18.625
False,piano,113,39,18.5,18.635416666666668
False,bass-electric,127,76,18.514583333333334,18.910416666666666
False,piano,113,37,18.833333333333332,19.0
False,piano,107,39,18.833333333333332,19.004166666666666
False,piano,107,35,18.833333333333332,19.11875
False,bass-electric,127,74,19.020833333333332,19.452083333333334
False,piano,127,37,19.5,19.61875
False,piano,102,35,19.5,19.635416666666668
False,piano,127,39,19.5,19.639583333333334
False,bass-electric,127,76,19.520833333333332,19.8125
False,piano,107,35,20.0,20.177083333333332
False,bass-electric,127,77,20.035416666666666,20.3375
False,bass-electric,127,74,20.364583333333332,20.49375
False,piano,119,37,20.5,20.61875
False,piano,80,35,20.5,20.61875
False,piano,119,39,20.5,20.629166666666666
False,bass-electric,127,76,20.514583333333334,20.90625
False,piano,113,37,20.833333333333332,20.972916666666666
False,piano,107,39,20.833333333333332,21.0
False,piano,107,35,20.833333333333332,21.11875
False,bass-electric,127,74,20.864583333333332,21.239583333333332
False,piano,127,37,21.5,21.629166666666666
False,piano,102,35,21.5,21.635416666666668
False,piano,119,39,21.5,21.645833333333332
False,bass-electric,127,77,21.827083333333334,22.0
False,trumpet,104,61,21.833333333333332,22.0
False,saxophone,113,58,21.833333333333332,22.0
False,trombone,122,54,21.833333333333332,22.0
False,trumpet,108,62,22.0,22.333333333333332
False,saxophone,117,59,22.0,22.333333333333332
False,trombone,122,55,22.0,22.333333333333332
False,piano,107,35,22.0,22.139583333333334
False,bass-electric,127,77,22.322916666666668,22.510416666666668
False,piano,119,39,22.5,22.604166666666668
False,piano,119,37,22.5,22.608333333333334
False,piano,98,35,22.5,22.629166666666666
False,bass-electric,127,76,22.520833333333332,23.041666666666668
False,piano,113,37,22.833333333333332,22.983333333333334
False,piano,107,35,22.833333333333332,22.99375
False,piano,93,39,22.833333333333332,23.010416666666668
False,bass-electric,127,74,22.983333333333334,23.15
False,bass-electric,127,74,23.285416666666666,23.410416666666666
False,bass-electric,127,70,23.489583333333332,23.847916666666666
False,piano,107,35,23.5,23.635416666666668
False,piano,127,37,23.5,23.639583333333334
False,piano,113,39,23.5,23.65625
False,piano,107,35,24.0,24.145833333333332
False,bass-electric,127,69,24.004166666666666,24.208333333333332
False,bass-electric,127,67,24.3375,24.452083333333334
False,piano,113,39,24.5,24.625
False,piano,119,37,24.5,24.629166666666666
False,piano,85,35,24.5,24.629166666666666
False,bass-electric,127,67,24.525,24.8125
False,piano,113,37,24.833333333333332,24.972916666666666
False,piano,107,39,24.833333333333332,24.989583333333332
False,piano,107,35,24.833333333333332,25.010416666666668
False,bass-electric,127,67,24.864583333333332,25.129166666666666
False,piano,107,35,25.5,25.65
False,piano,127,39,25.5,25.65
False,piano,127,37,25.5,25.65
False,bass-electric,127,77,25.802083333333332,26.1875
False,trumpet,108,61,25.833333333333332,26.0
False,saxophone,117,58,25.833333333333332,26.0
False,trombone,127,54,25.833333333333332,26.0
False,trumpet,113,62,26.0,26.333333333333332
False,saxophone,117,59,26.0,26.333333333333332
False,trombone,108,55,26.0,26.333333333333332
False,piano,113,35,26.0,26.135416666666668
False,bass-electric,127,77,26.3375,26.577083333333334
False,piano,113,39,26.5,26.608333333333334
False,piano,119,37,26.5,26.625
False,piano,98,35,26.5,26.625
False,bass-electric,127,76,26.535416666666666,26.879166666666666
False,piano,119,37,26.833333333333332,26.9625
False,piano,107,35,26.833333333333332,26.99375
False,piano,107,39,26.833333333333332,26.99375
False,bass-electric,127,74,27.014583333333334,27.379166666666666
False,piano,107,35,27.5,27.639583333333334
False,piano,127,37,27.5,27.65625
False,piano,119,39,27.5,27.670833333333334
False,bass-electric,127,76,27.504166666666666,27.889583333333334
False,piano,107,35,28.0,28.139583333333334
False,bass-electric,127,77,28.035416666666666,28.427083333333332
False,piano,107,39,28.5,28.5875
False,piano,127,37,28.5,28.614583333333332
False,piano,98,35,28.5,28.614583333333332
False,bass-electric,127,76,28.514583333333334,28.90625
False,piano,113,37,28.833333333333332,28.979166666666668
False,piano,102,39,28.833333333333332,28.989583333333332
False,piano,107,35,28.833333333333332,28.989583333333332
False,bass-electric,127,74,29.0,29.327083333333334
False,piano,127,37,29.5,29.645833333333332
False,piano,107,35,29.5,29.65625
False,piano,119,39,29.5,29.660416666666666
False,bass-electric,127,77,29.816666666666666,30.0
False,trumpet,113,61,29.833333333333332,30.0
False,saxophone,122,58,29.833333333333332,30.0
False,trombone,127,54,29.833333333333332,30.0
False,trumpet,108,62,30.0,30.333333333333332
False,saxophone,113,59,30.0,30.333333333333332
False,trombone,127,55,30.0,30.333333333333332
False,piano,107,35,30.0,30.135416666666668
False,bass-electric,127,77,30.302083333333332,30.504166666666666
False,bass-electric,127,76,30.5,30.691666666666666
False,piano,113,39,30.5,30.604166666666668
False,piano,119,37,30.5,30.608333333333334
False,piano,98,35,30.5,30.614583333333332
False,bass-electric,127,76,30.8125,31.083333333333332
False,piano,119,37,30.833333333333332,30.9625
False,piano,98,39,30.833333333333332,30.989583333333332
False,piano,107,35,30.833333333333332,30.99375
False,bass-electric,127,74,31.0,31.25
False,bass-electric,127,74,31.333333333333332,31.5
False,piano,127,37,31.5,31.645833333333332
False,piano,113,39,31.5,31.65
False,piano,107,35,31.5,31.65
False,bass-electric,127,70,31.510416666666668,31.920833333333334
False,piano,107,35,32.0,32.135416666666664
False,bass-electric,127,69,32.010416666666664,32.34375
False,piano,99,40,32.5,32.577083333333334
False,piano,113,39,32.5,32.59791666666667
False,piano,98,35,32.5,32.604166666666664
False,bass-electric,127,67,32.50416666666667,32.8375
False,piano,102,40,32.666666666666664,32.775
False,piano,105,40,32.833333333333336,32.90625
False,piano,107,39,32.833333333333336,32.983333333333334
False,bass-electric,127,67,33.0,33.5
False,piano,108,40,33.0,33.09375
False,piano,107,35,33.0,33.16041666666667
False,piano,111,40,33.166666666666664,33.2125
False,piano,114,40,33.333333333333336,33.4
False,piano,117,40,33.5,33.608333333333334
False,piano,113,35,33.5,33.639583333333334
False,piano,113,39,33.5,33.65625
False,bass-electric,127,69,33.510416666666664,33.78125
False,piano,120,40,33.666666666666664,33.74375
False,bass-electric,127,70,33.827083333333334,34.077083333333334
False,piano,124,40,33.833333333333336,33.916666666666664
False,bass-electric,102,36,34.0,34.427083333333336
False,piano,98,35,34.0,34.145833333333336
False,bass-electric,127,69,34.03125,34.3375
False,bass-electric,89,60,34.333333333333336,34.47291666666667
False,bass-electric,85,52,34.333333333333336,34.47291666666667
False,bass-electric,85,58,34.333333333333336,34.479166666666664
False,bass-electric,127,67,34.3375,34.5875
False,bass-electric,98,40,34.5,34.9375
False,piano,119,54,34.5,34.65625
False,piano,98,35,34.5,34.666666666666664
False,piano,119,39,34.5,34.69166666666667
False,piano,127,44,34.5,34.72291666666667
False,piano,127,40,34.5,34.78125
False,bass-electric,56,52,34.833333333333336,34.947916666666664
False,bass-electric,68,60,34.833333333333336,34.958333333333336
False,bass-electric,57,58,34.833333333333336,34.9625
True,violin,107,67,35.0,35.166666666666664
True,violin,107,64,35.0,35.166666666666664
True,violin,127,60,35.0,35.166666666666664
False,bass-electric,85,43,35.0,35.479166666666664
False,piano,93,35,35.0,35.12916666666667
False,bass-electric,55,58,35.333333333333336,35.447916666666664
False,bass-electric,59,60,35.333333333333336,35.447916666666664
False,bass-electric,51,52,35.333333333333336,35.458333333333336
False,bass-electric,89,40,35.5,35.99375
False,piano,85,35,35.5,35.635416666666664
False,piano,119,54,35.5,35.65625
False,piano,119,39,35.5,35.666666666666664
False,piano,127,44,35.5,35.670833333333334
False,piano,119,40,35.5,35.68125
False,bass-electric,64,60,35.833333333333336,35.952083333333334
False,bass-electric,52,58,35.833333333333336,35.958333333333336
False,bass-electric,56,52,35.833333333333336,35.97291666666667
True,violin,119,64,36.0,36.166666666666664
True,violin,127,60,36.0,36.166666666666664
True,violin,113,67,36.0,36.166666666666664
False,bass-electric,89,36,36.0,36.4375
False,piano,89,35,36.0,36.145833333333336
False,bass-electric,64,60,36.333333333333336,36.420833333333334
False,bass-electric,55,58,36.333333333333336,36.43125
False,bass-electric,62,52,36.333333333333336,36.43125
False,bass-electric,93,40,36.5,36.97291666666667
False,piano,89,35,36.5,36.62916666666667
False,piano,113,54,36.5,36.645833333333336
False,piano,127,44,36.5,36.65625
False,piano,107,39,36.5,36.677083333333336
False,piano,127,40,36.5,36.68125
True,violin,107,67,36.833333333333336,37.0
True,violin,107,64,36.833333333333336,37.0
True,violin,127,60,36.833333333333336,37.0
False,bass-electric,64,60,36.833333333333336,36.91041666666667
False,bass-electric,56,58,36.833333333333336,36.927083333333336
False,bass-electric,64,52,36.833333333333336,36.9375
False,bass-electric,89,43,37.0,37.520833333333336
False,piano,93,35,37.0,37.09791666666667
False,bass-electric,76,60,37.333333333333336,37.44166666666667
False,bass-electric,52,58,37.333333333333336,37.447916666666664
False,bass-electric,56,52,37.333333333333336,37.458333333333336
False,bass-electric,93,40,37.5,37.87916666666667
False,piano,93,35,37.5,37.604166666666664
False,piano,119,39,37.5,37.639583333333334
False,piano,119,54,37.5,37.645833333333336
False,piano,127,40,37.5,37.65625
False,piano,127,44,37.5,37.65625
False,bass-electric,127,69,37.552083333333336,37.87916666666667
False,bass-electric,72,60,37.833333333333336,37.916666666666664
False,bass-electric,80,52,37.833333333333336,37.920833333333334
False,bass-electric,76,58,37.833333333333336,37.927083333333336
False,bass-electric,127,70,37.87916666666667,38.09375
False,bass-electric,89,31,38.0,38.4
False,piano,89,35,38.0,38.108333333333334
False,bass-electric,127,69,38.052083333333336,38.389583333333334
False,bass-electric,80,62,38.333333333333336,38.458333333333336
False,bass-electric,57,53,38.333333333333336,38.4625
False,bass-electric,76,59,38.333333333333336,38.46875
False,bass-electric,127,67,38.358333333333334,38.5625
False,bass-electric,102,35,38.5,38.94166666666667
False,piano,80,35,38.5,38.59375
False,piano,113,39,38.5,38.639583333333334
False,piano,127,44,38.5,38.639583333333334
False,piano,113,54,38.5,38.65625
False,piano,127,40,38.5,38.670833333333334
False,bass-electric,56,59,38.833333333333336,38.93125
False,bass-electric,62,62,38.833333333333336,38.947916666666664
False,bass-electric,51,53,38.833333333333336,38.947916666666664
True,violin,98,67,39.0,39.166666666666664
True,violin,107,62,39.0,39.166666666666664
True,violin,119,59,39.0,39.166666666666664
False,bass-electric,93,38,39.0,39.510416666666664
False,piano,89,35,39.0,39.108333333333334
False,bass-electric,56,59,39.333333333333336,39.452083333333334
False,bass-electric,62,62,39.333333333333336,39.458333333333336
False,bass-electric,47,53,39.333333333333336,39.479166666666664
False,bass-electric,89,35,39.5,39.99375
False,piano,127,44,39.5,39.614583333333336
False,piano,89,35,39.5,39.61875
False,piano,113,39,39.5,39.639583333333334
False,piano,113,54,39.5,39.645833333333336
False,piano,127,40,39.5,39.677083333333336
False,bass-electric,57,59,39.833333333333336,39.94166666666667
False,bass-electric,60,62,39.833333333333336,39.952083333333334
False,bass-electric,50,53,39.833333333333336,39.952083333333334
False,bass-electric,89,31,40.0,40.395833333333336
False,piano,80,35,40.0,40.09791666666667
False,bass-electric,62,59,40.333333333333336,40.44166666666667
False,bass-electric,64,62,40.333333333333336,40.458333333333336
False,bass-electric,52,53,40.333333333333336,40.458333333333336
True,violin,98,67,40.5,40.666666666666664
True,violin,113,59,40.5,40.666666666666664
True,violin,107,62,40.5,40.666666666666664
False,bass-electric,93,35,40.5,40.9625
False,piano,76,35,40.5,40.608333333333334
False,piano,127,44,40.5,40.62916666666667
False,piano,119,39,40.5,40.635416666666664
False,piano,107,54,40.5,40.65
False,piano,127,40,40.5,40.670833333333334
True,violin,107,67,40.666666666666664,40.833333333333336
True,violin,119,62,40.666666666666664,40.833333333333336
True,violin,93,59,40.666666666666664,40.833333333333336
True,violin,107,59,40.833333333333336,41.0
True,violin,62,67,40.833333333333336,41.0
True,violin,93,62,40.833333333333336,41.0
False,bass-electric,62,59,40.833333333333336,40.93125
False,bass-electric,76,62,40.833333333333336,40.9375
False,bass-electric,59,53,40.833333333333336,40.952083333333334
True,violin,89,59,41.0,41.166666666666664
True,violin,94,67,41.0,41.166666666666664
True,violin,94,62,41.0,41.166666666666664
False,bass-electric,93,38,41.0,41.514583333333334
False,piano,93,35,41.0,41.108333333333334
False,bass-electric,68,59,41.333333333333336,41.4375
False,bass-electric,57,53,41.333333333333336,41.44166666666667
False,bass-electric,76,62,41.333333333333336,41.44166666666667
False,bass-electric,107,35,41.5,41.78125
False,piano,93,35,41.5,41.61875
False,piano,127,44,41.5,41.645833333333336
False,piano,119,39,41.5,41.65
False,piano,113,54,41.5,41.66041666666667
False,piano,127,40,41.5,41.670833333333334
False,bass-electric,127,72,41.775,42.427083333333336
False,bass-electric,52,59,41.833333333333336,41.895833333333336
False,bass-electric,76,62,41.833333333333336,41.952083333333334
False,bass-electric,59,53,41.833333333333336,41.9625
True,violin,94,62,42.0,45.5
True,violin,94,66,42.0,45.5
True,violin,94,69,42.0,45.5
False,bass-electric,93,38,42.0,42.50416666666667
False,piano,89,35,42.0,42.135416666666664
False,bass-electric,62,62,42.333333333333336,42.41041666666667
False,bass-electric,76,60,42.333333333333336,42.46875
False,bass-electric,60,54,42.333333333333336,42.47291666666667
False,bass-electric,76,42,42.5,42.9375
False,piano,89,35,42.5,42.62916666666667
False,piano,127,44,42.5,42.639583333333334
False,piano,113,39,42.5,42.65
False,piano,113,54,42.5,42.65
False,piano,127,40,42.5,42.65
False,bass-electric,127,72,42.520833333333336,42.635416666666664
False,bass-electric,127,72,42.802083333333336,42.90625
False,bass-electric,51,62,42.833333333333336,42.91041666666667
False,bass-electric,50,54,42.833333333333336,42.958333333333336
False,bass-electric,62,60,42.833333333333336,42.97291666666667
False,bass-electric,127,72,42.983333333333334,43.22291666666667
False,bass-electric,76,45,43.0,43.479166666666664
False,piano,85,35,43.0,43.114583333333336
False,bass-electric,127,72,43.30625,43.44166666666667
False,bass-electric,60,62,43.333333333333336,43.4375
False,bass-electric,62,54,43.333333333333336,43.452083333333334
False,bass-electric,76,60,43.333333333333336,43.458333333333336
False,bass-electric,127,72,43.5,43.62916666666667
False,bass-electric,93,42,43.5,43.958333333333336
False,piano,89,35,43.5,43.61875
False,piano,113,54,43.5,43.65
False,piano,127,44,43.5,43.65
False,piano,113,39,43.5,43.666666666666664
False,piano,119,40,43.5,43.6875
False,bass-electric,127,72,43.81666666666667,43.90625
False,bass-electric,53,62,43.833333333333336,43.920833333333334
False,bass-electric,56,54,43.833333333333336,43.952083333333334
False,bass-electric,72,60,43.833333333333336,43.952083333333334
False,bass-electric,127,74,44.0,44.21875
False,bass-electric,89,38,44.0,44.420833333333334
False,piano,93,35,44.0,44.12916666666667
False,bass-electric,127,74,44.322916666666664,44.545833333333334
False,bass-electric,51,62,44.333333333333336,44.43125
False,bass-electric,55,54,44.333333333333336,44.447916666666664
False,bass-electric,72,60,44.333333333333336,44.458333333333336
False,bass-electric,93,36,44.5,45.010416666666664
False,piano,93,35,44.5,44.62916666666667
False,piano,127,44,44.5,44.645833333333336
False,piano,119,39,44.5,44.66041666666667
False,piano,127,40,44.5,44.666666666666664
False,piano,113,54,44.5,44.670833333333334
False,bass-electric,127,72,44.53125,44.770833333333336
False,bass-electric,127,74,44.8125,45.00416666666667
False,bass-electric,57,62,44.833333333333336,44.94166666666667
False,bass-electric,55,54,44.833333333333336,44.947916666666664
False,bass-electric,68,60,44.833333333333336,44.96875
False,bass-electric,93,35,45.0,45.4375
False,piano,98,35,45.0,45.125
False,bass-electric,127,70,45.010416666666664,45.4375
False,bass-electric,60,62,45.333333333333336,45.43125
False,bass-electric,57,54,45.333333333333336,45.452083333333334
False,bass-electric,76,60,45.333333333333336,45.452083333333334
False,bass-electric,127,69,45.49375,45.65625
False,bass-electric,89,33,45.5,45.958333333333336
False,piano,89,35,45.5,45.61875
False,piano,127,44,45.5,45.639583333333334
False,piano,127,40,45.5,45.65
False,piano,113,54,45.5,45.666666666666664
False,piano,113,39,45.5,45.670833333333334
False,bass-electric,64,62,45.833333333333336,45.93125
False,bass-electric,76,60,45.833333333333336,45.952083333333334
False,bass-electric,62,54,45.833333333333336,45.952083333333334
False,bass-electric,127,67,45.854166666666664,47.7125
False,bass-electric,107,31,46.0,46.420833333333334
False,piano,93,35,46.0,46.108333333333334
False,bass-electric,64,55,46.333333333333336,46.447916666666664
False,bass-electric,53,50,46.333333333333336,46.452083333333334
False,bass-electric,76,59,46.333333333333336,46.47291666666667
False,bass-electric,93,35,46.5,46.90625
False,piano,89,35,46.5,46.608333333333334
False,piano,127,44,46.5,46.61875
False,piano,127,40,46.5,46.645833333333336
False,piano,113,39,46.5,46.65
